行号	实体id	需要哪个官方表的哪一列/公式	我们这边的来源(文件:行 或 "空")	判据
4832	tbl:Skill(150 id)|id=102	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:103	公式求值相等
4833	tbl:Skill(150 id)|id=103	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:104	公式求值相等
4834	tbl:Skill(150 id)|id=104	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:105	公式求值相等
4835	tbl:Skill(150 id)|id=105	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:106	公式求值相等
4836	tbl:Skill(150 id)|id=106	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:107	公式求值相等
4837	tbl:Skill(150 id)|id=107	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:108	公式求值相等
4838	tbl:Skill(150 id)|id=108	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:109	公式求值相等
4839	tbl:Skill(150 id)|id=109	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:110	公式求值相等
4840	tbl:Skill(150 id)|id=110	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:111	公式求值相等
4841	tbl:Skill(150 id)|id=111	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:112	公式求值相等
4842	tbl:Skill(150 id)|id=112	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:113	公式求值相等
4843	tbl:Skill(150 id)|id=113	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:114	公式求值相等
4844	tbl:Skill(150 id)|id=114	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:115	公式求值相等
4845	tbl:Skill(150 id)|id=115	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:116	公式求值相等
4846	tbl:Skill(150 id)|id=116	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:117	公式求值相等
4847	tbl:Skill(150 id)|id=117	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:118	公式求值相等
4848	tbl:Skill(150 id)|id=118	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:119	公式求值相等
4849	tbl:Skill(150 id)|id=119	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:120	公式求值相等
4850	tbl:Skill(150 id)|id=120	skills.txt:charclass → 本项目职业编号（CLASS_ORDER）; SkillDesc.txt:SkillPage（经 skills.txt:skilldesc 关联）; skills.txt:skill; skills.txt:Id; skills.txt:reqlevel; skills.txt:maxlvl; skills.txt:reqskill1 → 本项目技能编号（0=无）; skills.txt:skpoints; skills.txt:mana; skills.txt:lvlmana; rnd((skills.txt:MinDam + EMin) × 2^HitShift ÷ 256); rnd((skills.txt:MaxDam + EMax) × 2^HitShift ÷ 256); skills.txt:MinDam; skills.txt:MaxDam; skills.txt:EMin; skills.txt:EMax; skills.txt:MinLevDam1; skills.txt:MinLevDam2; skills.txt:MinLevDam3; skills.txt:MinLevDam4; skills.txt:MinLevDam5; skills.txt:MaxLevDam1; skills.txt:MaxLevDam2; skills.txt:MaxLevDam3; skills.txt:MaxLevDam4; skills.txt:MaxLevDam5; skills.txt:EMinLev1; skills.txt:EMinLev2; skills.txt:EMinLev3; skills.txt:EMinLev4; skills.txt:EMinLev5; skills.txt:EMaxLev1; skills.txt:EMaxLev2; skills.txt:EMaxLev3; skills.txt:EMaxLev4; skills.txt:EMaxLev5; skills.txt:HitShift; skills.txt:EType（空且有伤害 ⇒ phys）; skills.txt:passive; skills.txt:srvmissile（空 ⇒ cltmissile）; 按官方 EType/mana/lvlmana/reqlevel 拼装	client/Assets/StreamingAssets/Table/Skill.tsv:121	公式求值相等
