# 实体清单（T0 全量覆盖）—— 脚本产出，⛔ 不许手写
# 口径：每行 = 一个盘上真实实体；`状态数` = 该实体在 策划/状态矩阵.tsv 里展开的行数
# 生成脚本：tools/probes/enumerate/enum_all.py
# 生成时间：见 .ai-tmp/test/t0-red-rows.md（三张 .tsv 按「稳定排序、两次运行逐字节相同」硬要求不写挂钟时刻）
# 维度码表：D1资源 D2几何 D3材质 D4UI D5动画 D6特效 D7音乐 D8音效 D9碰撞 D10逻辑 D11输入 D12流程 S1数值 S2性能 S3设置
# 判据类型：脚本断言 / 参考物比对 / 并排图 / 阻塞(登记)
维度	实体	载体/路径	出处	状态数	判据类型	归属片
D5动画	anim:僵尸 Zombie·attack	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:60	4	参考物比对	D5动画
D5动画	anim:僵尸 Zombie·cast	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:61	4	参考物比对	D5动画
D5动画	anim:僵尸 Zombie·death	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:63	4	参考物比对	D5动画
D5动画	anim:僵尸 Zombie·hit	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:62	4	参考物比对	D5动画
D5动画	anim:僵尸 Zombie·idle	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:58	4	参考物比对	D5动画
D5动画	anim:僵尸 Zombie·run	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:64	4	参考物比对	D5动画
D5动画	anim:僵尸 Zombie·walk	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:59	4	参考物比对	D5动画
D5动画	anim:卡夏 Kashya(NPC)·attack	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:102	4	参考物比对	D5动画
D5动画	anim:卡夏 Kashya(NPC)·cast	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:103	4	参考物比对	D5动画
D5动画	anim:卡夏 Kashya(NPC)·death	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:105	4	参考物比对	D5动画
D5动画	anim:卡夏 Kashya(NPC)·hit	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:104	4	参考物比对	D5动画
D5动画	anim:卡夏 Kashya(NPC)·idle	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:100	4	参考物比对	D5动画
D5动画	anim:卡夏 Kashya(NPC)·run	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:106	4	参考物比对	D5动画
D5动画	anim:卡夏 Kashya(NPC)·walk	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:101	4	参考物比对	D5动画
D5动画	anim:基德 Gheed(NPC)·attack	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:116	4	参考物比对	D5动画
D5动画	anim:基德 Gheed(NPC)·cast	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:117	4	参考物比对	D5动画
D5动画	anim:基德 Gheed(NPC)·death	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:119	4	参考物比对	D5动画
D5动画	anim:基德 Gheed(NPC)·hit	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:118	4	参考物比对	D5动画
D5动画	anim:基德 Gheed(NPC)·idle	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:114	4	参考物比对	D5动画
D5动画	anim:基德 Gheed(NPC)·run	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:120	4	参考物比对	D5动画
D5动画	anim:基德 Gheed(NPC)·walk	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:115	4	参考物比对	D5动画
D5动画	anim:堕落罗格 CorruptRogue·attack	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:67	4	参考物比对	D5动画
D5动画	anim:堕落罗格 CorruptRogue·cast	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:68	4	参考物比对	D5动画
D5动画	anim:堕落罗格 CorruptRogue·death	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:70	4	参考物比对	D5动画
D5动画	anim:堕落罗格 CorruptRogue·hit	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:69	4	参考物比对	D5动画
D5动画	anim:堕落罗格 CorruptRogue·idle	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:65	4	参考物比对	D5动画
D5动画	anim:堕落罗格 CorruptRogue·run	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:71	4	参考物比对	D5动画
D5动画	anim:堕落罗格 CorruptRogue·walk	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:66	4	参考物比对	D5动画
D5动画	anim:堕落者 Fallen·attack	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:39	4	参考物比对	D5动画
D5动画	anim:堕落者 Fallen·cast	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:40	4	参考物比对	D5动画
D5动画	anim:堕落者 Fallen·death	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:42	4	参考物比对	D5动画
D5动画	anim:堕落者 Fallen·hit	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:41	4	参考物比对	D5动画
D5动画	anim:堕落者 Fallen·idle	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:37	4	参考物比对	D5动画
D5动画	anim:堕落者 Fallen·run	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:43	4	参考物比对	D5动画
D5动画	anim:堕落者 Fallen·walk	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:38	4	参考物比对	D5动画
D5动画	anim:堕落萨满 FallenShaman·attack	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:46	4	参考物比对	D5动画
D5动画	anim:堕落萨满 FallenShaman·cast	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:47	4	参考物比对	D5动画
D5动画	anim:堕落萨满 FallenShaman·death	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:49	4	参考物比对	D5动画
D5动画	anim:堕落萨满 FallenShaman·hit	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:48	4	参考物比对	D5动画
D5动画	anim:堕落萨满 FallenShaman·idle	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:44	4	参考物比对	D5动画
D5动画	anim:堕落萨满 FallenShaman·run	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:50	4	参考物比对	D5动画
D5动画	anim:堕落萨满 FallenShaman·walk	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:45	4	参考物比对	D5动画
D5动画	anim:尖刺鼠 QuillRat·attack	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:53	4	参考物比对	D5动画
D5动画	anim:尖刺鼠 QuillRat·cast	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:54	4	参考物比对	D5动画
D5动画	anim:尖刺鼠 QuillRat·death	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:56	4	参考物比对	D5动画
D5动画	anim:尖刺鼠 QuillRat·hit	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:55	4	参考物比对	D5动画
D5动画	anim:尖刺鼠 QuillRat·idle	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:51	4	参考物比对	D5动画
D5动画	anim:尖刺鼠 QuillRat·run	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:57	4	参考物比对	D5动画
D5动画	anim:尖刺鼠 QuillRat·walk	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:52	4	参考物比对	D5动画
D5动画	anim:巨兽 Brute·attack	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:81	4	参考物比对	D5动画
D5动画	anim:巨兽 Brute·cast	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:82	4	参考物比对	D5动画
D5动画	anim:巨兽 Brute·death	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:84	4	参考物比对	D5动画
D5动画	anim:巨兽 Brute·hit	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:83	4	参考物比对	D5动画
D5动画	anim:巨兽 Brute·idle	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:79	4	参考物比对	D5动画
D5动画	anim:巨兽 Brute·run	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:85	4	参考物比对	D5动画
D5动画	anim:巨兽 Brute·walk	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:80	4	参考物比对	D5动画
D5动画	anim:幽灵 Wraith·attack	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:88	4	参考物比对	D5动画
D5动画	anim:幽灵 Wraith·cast	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:89	4	参考物比对	D5动画
D5动画	anim:幽灵 Wraith·death	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:91	4	参考物比对	D5动画
D5动画	anim:幽灵 Wraith·hit	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:90	4	参考物比对	D5动画
D5动画	anim:幽灵 Wraith·idle	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:86	4	参考物比对	D5动画
D5动画	anim:幽灵 Wraith·run	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:92	4	参考物比对	D5动画
D5动画	anim:幽灵 Wraith·walk	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:87	4	参考物比对	D5动画
D5动画	anim:恰西 Charsi(NPC)·attack	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:109	4	参考物比对	D5动画
D5动画	anim:恰西 Charsi(NPC)·cast	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:110	4	参考物比对	D5动画
D5动画	anim:恰西 Charsi(NPC)·death	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:112	4	参考物比对	D5动画
D5动画	anim:恰西 Charsi(NPC)·hit	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:111	4	参考物比对	D5动画
D5动画	anim:恰西 Charsi(NPC)·idle	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:107	4	参考物比对	D5动画
D5动画	anim:恰西 Charsi(NPC)·run	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:113	4	参考物比对	D5动画
D5动画	anim:恰西 Charsi(NPC)·walk	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:108	4	参考物比对	D5动画
D5动画	anim:投射物（Table/Missile.tsv：箭矢 arrow / 火弹 / 冰弹 … 22 行）·idle（单帧）	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:128	4	参考物比对	D5动画
D5动画	anim:瓦瑞夫 Warriv(NPC)·attack	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:123	4	参考物比对	D5动画
D5动画	anim:瓦瑞夫 Warriv(NPC)·cast	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:124	4	参考物比对	D5动画
D5动画	anim:瓦瑞夫 Warriv(NPC)·death	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:126	4	参考物比对	D5动画
D5动画	anim:瓦瑞夫 Warriv(NPC)·hit	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:125	4	参考物比对	D5动画
D5动画	anim:瓦瑞夫 Warriv(NPC)·idle	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:121	4	参考物比对	D5动画
D5动画	anim:瓦瑞夫 Warriv(NPC)·run	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:127	4	参考物比对	D5动画
D5动画	anim:瓦瑞夫 Warriv(NPC)·walk	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:122	4	参考物比对	D5动画
D5动画	anim:精英（champion；`MonsterSpawner.cs:472` 置 `isChampion`，8 种怪都可能镀词缀）·同基础怪的 idle/walk/attack/hit/death（×8 方向）	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:129	4	参考物比对	D5动画
D5动画	anim:血鹰 BloodHawk·attack	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:74	4	参考物比对	D5动画
D5动画	anim:血鹰 BloodHawk·cast	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:75	4	参考物比对	D5动画
D5动画	anim:血鹰 BloodHawk·death	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:77	4	参考物比对	D5动画
D5动画	anim:血鹰 BloodHawk·hit	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:76	4	参考物比对	D5动画
D5动画	anim:血鹰 BloodHawk·idle	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:72	4	参考物比对	D5动画
D5动画	anim:血鹰 BloodHawk·run	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:78	4	参考物比对	D5动画
D5动画	anim:血鹰 BloodHawk·walk	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:73	4	参考物比对	D5动画
D5动画	anim:阿卡拉 Akara(NPC)·attack	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:95	4	参考物比对	D5动画
D5动画	anim:阿卡拉 Akara(NPC)·cast	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:96	4	参考物比对	D5动画
D5动画	anim:阿卡拉 Akara(NPC)·death	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:98	4	参考物比对	D5动画
D5动画	anim:阿卡拉 Akara(NPC)·hit	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:97	4	参考物比对	D5动画
D5动画	anim:阿卡拉 Akara(NPC)·idle	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:93	4	参考物比对	D5动画
D5动画	anim:阿卡拉 Akara(NPC)·run	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:99	4	参考物比对	D5动画
D5动画	anim:阿卡拉 Akara(NPC)·walk	.ai-tmp/screenshots/w3_anim_audit.tsv	.ai-tmp/screenshots/w3_anim_audit.tsv:94	4	参考物比对	D5动画
D6特效	fx:PlayDeath(死亡表现)	client/Assets/Scripts/Module/View/ViewModule.cs	client/Assets/Scripts/Module/View/ViewModule.cs:534	3	并排图	D6特效
D6特效	fx:PlayHit(受击闪白)	client/Assets/Scripts/Module/View/ViewModule.cs	client/Assets/Scripts/Module/View/ViewModule.cs:505	3	并排图	D6特效
D6特效	fx:ShowFloatingText(飘字（伤害数字）)	client/Assets/Scripts/Module/View/ViewModule.cs	client/Assets/Scripts/Module/View/ViewModule.cs:561	3	并排图	D6特效
D6特效	fx:projectile/Cold	client/Assets/Scripts/Module/Skill/ProjectileView.cs	client/Assets/Scripts/Module/Skill/ProjectileView.cs:138	3	阻塞(登记)	D6特效
D6特效	fx:projectile/Fire	client/Assets/Scripts/Module/Skill/ProjectileView.cs	client/Assets/Scripts/Module/Skill/ProjectileView.cs:137	3	阻塞(登记)	D6特效
D6特效	fx:projectile/Lightning	client/Assets/Scripts/Module/Skill/ProjectileView.cs	client/Assets/Scripts/Module/Skill/ProjectileView.cs:139	3	阻塞(登记)	D6特效
D6特效	fx:projectile/Physical(默认)	client/Assets/Scripts/Module/Skill/ProjectileView.cs	client/Assets/Scripts/Module/Skill/ProjectileView.cs:141	3	阻塞(登记)	D6特效
D6特效	fx:projectile/Poison	client/Assets/Scripts/Module/Skill/ProjectileView.cs	client/Assets/Scripts/Module/Skill/ProjectileView.cs:140	3	阻塞(登记)	D6特效
D7音乐	bgm:bloodmoor	client/Assets/Scripts/Module/Audio/SfxRegistry.cs	client/Assets/Scripts/Module/Audio/SfxRegistry.cs:167 (键 BgmBloodMoor → Sound/BGM/bloodmoor)	4	脚本断言	D7D8音频
D7音乐	bgm:denofevil	client/Assets/Scripts/Module/Audio/SfxRegistry.cs	client/Assets/Scripts/Module/Audio/SfxRegistry.cs:168 (键 BgmDenOfEvil → Sound/BGM/denofevil)	4	脚本断言	D7D8音频
D7音乐	bgm:town	client/Assets/Scripts/Module/Audio/SfxRegistry.cs	client/Assets/Scripts/Module/Audio/SfxRegistry.cs:166 (键 BgmTown → Sound/BGM/town)	4	脚本断言	D7D8音频
D8音效	sfx:area_enter	client/Assets/Scripts/Module/Audio/SfxRegistry.cs	client/Assets/Scripts/Module/Audio/SfxRegistry.cs:159 (键 AreaEnter → Sound/SFX/area_enter)	3	脚本断言	D7D8音频
D8音效	sfx:cast	client/Assets/Scripts/Module/Audio/SfxRegistry.cs	client/Assets/Scripts/Module/Audio/SfxRegistry.cs:143 (键 Cast → Sound/SFX/cast)	3	脚本断言	D7D8音频
D8音效	sfx:cast_cold	client/Assets/Scripts/Module/Audio/SfxRegistry.cs	client/Assets/Scripts/Module/Audio/SfxRegistry.cs:145 (键 CastCold → Sound/SFX/cast_cold)	3	脚本断言	D7D8音频
D8音效	sfx:cast_fire	client/Assets/Scripts/Module/Audio/SfxRegistry.cs	client/Assets/Scripts/Module/Audio/SfxRegistry.cs:144 (键 CastFire → Sound/SFX/cast_fire)	3	脚本断言	D7D8音频
D8音效	sfx:cast_lightning	client/Assets/Scripts/Module/Audio/SfxRegistry.cs	client/Assets/Scripts/Module/Audio/SfxRegistry.cs:146 (键 CastLightning → Sound/SFX/cast_lightning)	3	脚本断言	D7D8音频
D8音效	sfx:cast_poison	client/Assets/Scripts/Module/Audio/SfxRegistry.cs	client/Assets/Scripts/Module/Audio/SfxRegistry.cs:147 (键 CastPoison → Sound/SFX/cast_poison)	3	脚本断言	D7D8音频
D8音效	sfx:dialog_open	client/Assets/Scripts/Module/Audio/SfxRegistry.cs	client/Assets/Scripts/Module/Audio/SfxRegistry.cs:156 (键 DialogOpen → Sound/SFX/dialog_open)	3	脚本断言	D7D8音频
D8音效	sfx:footstep	client/Assets/Scripts/Module/Audio/SfxRegistry.cs	client/Assets/Scripts/Module/Audio/SfxRegistry.cs:151 (键 Footstep → Sound/SFX/footstep)	3	脚本断言	D7D8音频
D8音效	sfx:gold_pickup	client/Assets/Scripts/Module/Audio/SfxRegistry.cs	client/Assets/Scripts/Module/Audio/SfxRegistry.cs:153 (键 GoldPickup → Sound/SFX/gold_pickup)	3	脚本断言	D7D8音频
D8音效	sfx:hit	client/Assets/Scripts/Module/Audio/SfxRegistry.cs	client/Assets/Scripts/Module/Audio/SfxRegistry.cs:135 (键 Hit → Sound/SFX/hit)	3	脚本断言	D7D8音频
D8音效	sfx:item_pickup	client/Assets/Scripts/Module/Audio/SfxRegistry.cs	client/Assets/Scripts/Module/Audio/SfxRegistry.cs:152 (键 ItemPickup → Sound/SFX/item_pickup)	3	脚本断言	D7D8音频
D8音效	sfx:item_use	client/Assets/Scripts/Module/Audio/SfxRegistry.cs	client/Assets/Scripts/Module/Audio/SfxRegistry.cs:154 (键 ItemUse → Sound/SFX/item_use)	3	脚本断言	D7D8音频
D8音效	sfx:level_up	client/Assets/Scripts/Module/Audio/SfxRegistry.cs	client/Assets/Scripts/Module/Audio/SfxRegistry.cs:148 (键 LevelUp → Sound/SFX/level_up)	3	脚本断言	D7D8音频
D8音效	sfx:miss	client/Assets/Scripts/Module/Audio/SfxRegistry.cs	client/Assets/Scripts/Module/Audio/SfxRegistry.cs:136 (键 Miss → Sound/SFX/miss)	3	脚本断言	D7D8音频
D8音效	sfx:monster_attack	client/Assets/Scripts/Module/Audio/SfxRegistry.cs	client/Assets/Scripts/Module/Audio/SfxRegistry.cs:141 (键 MonsterAttack → Sound/SFX/monster_attack)	3	脚本断言	D7D8音频
D8音效	sfx:monster_die	client/Assets/Scripts/Module/Audio/SfxRegistry.cs	client/Assets/Scripts/Module/Audio/SfxRegistry.cs:140 (键 MonsterDie → Sound/SFX/monster_die)	3	脚本断言	D7D8音频
D8音效	sfx:monster_revive	client/Assets/Scripts/Module/Audio/SfxRegistry.cs	client/Assets/Scripts/Module/Audio/SfxRegistry.cs:142 (键 MonsterRevive → Sound/SFX/monster_revive)	3	脚本断言	D7D8音频
D8音效	sfx:player_die	client/Assets/Scripts/Module/Audio/SfxRegistry.cs	client/Assets/Scripts/Module/Audio/SfxRegistry.cs:138 (键 PlayerDie → Sound/SFX/player_die)	3	脚本断言	D7D8音频
D8音效	sfx:player_hurt	client/Assets/Scripts/Module/Audio/SfxRegistry.cs	client/Assets/Scripts/Module/Audio/SfxRegistry.cs:137 (键 PlayerHurt → Sound/SFX/player_hurt)	3	脚本断言	D7D8音频
D8音效	sfx:player_revive	client/Assets/Scripts/Module/Audio/SfxRegistry.cs	client/Assets/Scripts/Module/Audio/SfxRegistry.cs:139 (键 PlayerRevive → Sound/SFX/player_revive)	3	脚本断言	D7D8音频
D8音效	sfx:portal	client/Assets/Scripts/Module/Audio/SfxRegistry.cs	client/Assets/Scripts/Module/Audio/SfxRegistry.cs:158 (键 Portal → Sound/SFX/portal)	3	脚本断言	D7D8音频
D8音效	sfx:quest_complete	client/Assets/Scripts/Module/Audio/SfxRegistry.cs	client/Assets/Scripts/Module/Audio/SfxRegistry.cs:160 (键 QuestComplete → Sound/SFX/quest_complete)	3	脚本断言	D7D8音频
D8音效	sfx:shop_open	client/Assets/Scripts/Module/Audio/SfxRegistry.cs	client/Assets/Scripts/Module/Audio/SfxRegistry.cs:157 (键 ShopOpen → Sound/SFX/shop_open)	3	脚本断言	D7D8音频
D8音效	sfx:ui_click	client/Assets/Scripts/Module/Audio/SfxRegistry.cs	client/Assets/Scripts/Module/Audio/SfxRegistry.cs:155 (键 UiClick → Sound/SFX/ui_click)	3	脚本断言	D7D8音频
D9碰撞	coll:BloodMoor×CaveFloor	client/Assets/Scripts/Def/Enums.cs	client/Assets/Scripts/Def/Enums.cs:100 (TileKind.CaveFloor) + :119 (AreaId.BloodMoor)	3	脚本断言	D9碰撞与可行走
D9碰撞	coll:BloodMoor×CaveWall	client/Assets/Scripts/Def/Enums.cs	client/Assets/Scripts/Def/Enums.cs:100 (TileKind.CaveWall) + :119 (AreaId.BloodMoor)	3	脚本断言	D9碰撞与可行走
D9碰撞	coll:BloodMoor×Dirt	client/Assets/Scripts/Def/Enums.cs	client/Assets/Scripts/Def/Enums.cs:100 (TileKind.Dirt) + :119 (AreaId.BloodMoor)	3	脚本断言	D9碰撞与可行走
D9碰撞	coll:BloodMoor×Exit	client/Assets/Scripts/Def/Enums.cs	client/Assets/Scripts/Def/Enums.cs:100 (TileKind.Exit) + :119 (AreaId.BloodMoor)	3	脚本断言	D9碰撞与可行走
D9碰撞	coll:BloodMoor×Fence	client/Assets/Scripts/Def/Enums.cs	client/Assets/Scripts/Def/Enums.cs:100 (TileKind.Fence) + :119 (AreaId.BloodMoor)	3	脚本断言	D9碰撞与可行走
D9碰撞	coll:BloodMoor×Grass	client/Assets/Scripts/Def/Enums.cs	client/Assets/Scripts/Def/Enums.cs:100 (TileKind.Grass) + :119 (AreaId.BloodMoor)	3	脚本断言	D9碰撞与可行走
D9碰撞	coll:BloodMoor×Road	client/Assets/Scripts/Def/Enums.cs	client/Assets/Scripts/Def/Enums.cs:100 (TileKind.Road) + :119 (AreaId.BloodMoor)	3	脚本断言	D9碰撞与可行走
D9碰撞	coll:BloodMoor×Rock	client/Assets/Scripts/Def/Enums.cs	client/Assets/Scripts/Def/Enums.cs:100 (TileKind.Rock) + :119 (AreaId.BloodMoor)	3	脚本断言	D9碰撞与可行走
D9碰撞	coll:BloodMoor×TownFloor	client/Assets/Scripts/Def/Enums.cs	client/Assets/Scripts/Def/Enums.cs:100 (TileKind.TownFloor) + :119 (AreaId.BloodMoor)	3	脚本断言	D9碰撞与可行走
D9碰撞	coll:BloodMoor×Tree	client/Assets/Scripts/Def/Enums.cs	client/Assets/Scripts/Def/Enums.cs:100 (TileKind.Tree) + :119 (AreaId.BloodMoor)	3	脚本断言	D9碰撞与可行走
D9碰撞	coll:BloodMoor×Void	client/Assets/Scripts/Def/Enums.cs	client/Assets/Scripts/Def/Enums.cs:100 (TileKind.Void) + :119 (AreaId.BloodMoor)	3	脚本断言	D9碰撞与可行走
D9碰撞	coll:BloodMoor×Wall	client/Assets/Scripts/Def/Enums.cs	client/Assets/Scripts/Def/Enums.cs:100 (TileKind.Wall) + :119 (AreaId.BloodMoor)	3	脚本断言	D9碰撞与可行走
